,en_text,th_text
211882,"Don't know whether to keep that car with 90,000 miles on it or get a new one.","ไม่รู้ว่าควรเก็บระยะรถไว้ที่ 90,000 ไมล์ หรือซื้อใหม่ดีนะคะ"
21344,Will do. I'll call you right back.,จะเช็กให้ค่ะ เดี๋ยวหนูโทรกลับทันทีนะคะ
186970,Okay. That's all I needed then.,โอเคค่ะ เราต้องการแค่นี้แหละค่ะ
173272,"it looks like the shop is fully booked through the week, the first appointment would be for this monday at 8:30am, is that ok?",ดูเหมือนร้านจะคิวเต็มทั้งสัปดาห์เลยค่ะ เร็วสุดจะเป็นวันจันทร์นี้ตอน 8 โมงครึ่ง โอเคมั้ยคะ
130548,is there anything else similar,มีอะไรที่เหมือนกันมั้ย
38117,"Okay, Your order will be for a grade Vanilla Late with coconut milk and extra vanilla",โอเคค่ะ เป็นวนิลาลาเต้ใส่กะทิกับวนิลาเพิ่มนะคะ
4604,I'd like to order an Uber.,เรียกอูเบอร์หน่อยค่ะ
143212,Yeah I'm feeling like treating myself so something a little complex.,อยากให้รางวัลตัวเองน่ะ ก็คงขอเยอะๆ หน่อย
109406,Yes. Thank you!,ค่ะ ขอบคุณนะคะ
44912,Yes that is good.,อืม ฟังดูดี
5573,"Ok, I'll see if they have a large dining table with outside seating available then.",โอเคค่ะ จะลองดูแล้วกันค่ะว่ายังมีโต๊ะใหญ่ด้านนอกร้านว่างอยู่รึเปล่า
207247,Over 30 options.,มากกว่า 30 อย่างค่ะ
116118,sure. A grande espresso with regular milk and whipped cream. is this correct?,ได้ค่ะ เอสเปรสโซใส่นมเพิ่มวิปครีมแก้วขนาดแกรนเด ถูกต้องมั้ยคะ?
57727,You bet. Go ahead.,แน่นอน ว่ามาได้เลยค่ะ
81967,The one on FM78 is closest to my house.,เอาสาขาที่อยู่ที่ FM78 ค่ะ ใกล้บ้านที่สุดแล้ว
113763,still looking. give me a moment.,กำลังหาอยู่ค่ะ สักครู่นะคะ
122203,thank you steve,ขอบใจจ้ะสตีฟ
194641,"A booth, please.",เอาเป็นแบบบูธ
181744,There is a steakhouse called Carson's that has excellent reviews. Would you like me to book a table for you there?,มีร้านสเต็กชื่อคาร์สันค่ะ รีวิวดีมากเลย จะให้จองให้มั้ยคะ
164544,"I'd like to see the movie Green Book in San Diego, California.",อยากดูหนังเรื่องกรีนบุ๊คแถวๆซาน ดิเอโก้ แคลิฟอร์เนียค่ะ
148238,"got it, you're all set. the movie ticket will be sent to your phone soon. did you need anything else?",รับทราบค่ะ เรียบร้อยแล้วค่ะ ตั๋วหนังจะส่งไปทางข้อความเร็ว ๆ นี้ อยากได้ไรเพิ่มไหมคะ
19779,How many people?,กี่ท่านครับ
116598,what movie would you like to see?,อยากดูเรื่องอะไรดีคะ?
202559,Are there any other things you would like the restaurant to have so I can narrow my search?,คุณต้องการร้านอาหารแบบไหนคะ ฉันจะได้กำหนดกรอบการค้นหาได้ถูก
137778,Hand tossed would be fine please,เอาแบบที่ร่อนพ้วยมือค่ะ
132611,Medium pizza should be fine.,ถาดกลางก็พอแล้ว
182650,"Hmm, the next one would be Mikuni, A japanese restaurant.",หืม.. ตัวเลือกต่อไปเป็นร้านมิคุนิค่ะ เป็นร้านอาหารญี่ปุ่น
183874,I need two cheese pizzas and one pepperoni.,ขอเป็นชีสสอง เปปเปอโรนีหนึ่งนะจ๊ะ
153691,two tickets for 8:15 showing at AMC Dine in Ontario Mills 30.,ตั๋วรอบ 2 ทุ่ม 15 2 ใบที่โรงเอเอ็มซี ไดน์ในออนแทริโอ มิลส์ 30 นะคะ
77178,Great! Our last name is Foster.,ได้จ้ะ นามสกุลพวกพี่คือฟอสเตอร์
45105,I really want to bring it in sooner. It's scaring me. Anything open for today?,ฉันอยากเอาไปซ่อมไวกว่านี้ เสียงมันน่ากลัวมากเลย วันนี้พอจะมีคิวไหมคะ
187806,both mikuni and sasa are moderately priced with 2 dollar signs.,ทั้งมิคุนิและซาซาราคากลางๆ ค่ะ มีสัญลักษณ์เงินดอลล่าร์ 2 ตัว
30547,No way. I just want the cheapest one possible.,ไม่มีทาง อยากได้อันที่ถูกที่สุด
32054,"Fred, your appointment is booked. Let me know if I can help with anything else.",นัดให้แล้วนะคะเฟร็ด ถ้าจะให้ช่วยอะไรบอกได้เลยนะคะ
109778,"Yes, Levis Commons store",ใช่ค่ะ ร้านเลวีส์คอมมอน
106501,"yes, ask if they have italian sausage, I may get a meat lover kind of pizza if they have enough type of meat",ค่ะ ถามให้หน่อยค่ะว่ามีไส้กรอกอิตาเลียนมั้ย ฉันอาจจะเอาเป็นหน้ามีทเลิฟเวอร์แทนถ้ามีเนื้อหลายชนิดค่ะ
90365,No problem. Let me get some basic info from you. What is the Make and Model of your car?,ไม่มีปัญหา ขอรายละเอียดหน่อยนึงนะ ขอรุ่นกับปีรถด้วย
89172,Lets to the $5 deal,เอา5ดอลแล้วกันค่ะ
98128,"Bob, here is your Pizza Order Information .. One Large Chicken Barbecue Pizza with extra cheese, mushrooms, green peppers and no black olives.",บ๊อบ นี่คือข้อมูลการจองนะคะ พิซซ่าบาร์บีคิวหน้าไก้ไซส์ใหญ่เพิ่มพริก เห็ด พริกหยวก ไม่ใส่มะกอกดำค่ะ
